GT Program,Type,Benchmark Info,Semantics,Question Selector,Correct?,Initial Synthesis Time,Active Learning Time,Initial Program Space Size,Final Program Space Size,Input Space Size,Question Space Size,Avg. Answer Space Size per Question,Avg. Prediction Set Size,# Rounds,Time Per Round
"Map(IsObject(Person), IsObject(Car), GetIsContained)",Search,cars,CCE,SmartLabelNoUB,TRUE,2.174528375035150,113.04177608410800,304,1,116,612,15.217532467532500,1.1502403846153800,4,"[58.41307079093531, 32.41374058299698, 17.349206707905978, 4.801688457839191]"
"Map(Map(IsObject(Helmet), IsObject(Person), GetBelow), IsObject(Bicycle), GetBelow)",Edit,cars,CCE,SmartLabelNoUB,TRUE,3.0669305420015000,115.74344300013000,472,1,116,612,15.217532467532500,1.1502403846153800,4,"[53.153624791884795, 51.9224783340469, 9.424645707942545, 1.1982841668650508]"
"Intersection[IsObject(Bicycle), Complement(Map(IsObject(Person), IsObject(Bicycle), GetBelow))]",Search,cars,CCE,SmartLabelNoUB,TRUE,2.2371867920737700,0.0876294590998441,1,1,116,616,15.217532467532500,1.1502403846153800,0,[]
"Intersection[IsObject(Bicycle), Complement(Map(EyesOpen, IsObject(Bicycle), GetBelow))]",Search,cars,CCE,SmartLabelNoUB,TRUE,3.180758750066160,309.38758541690200,423,1,116,609,15.217532467532500,1.1502403846153800,7,"[55.255196625133976, 52.65043166698888, 50.153881708858535, 48.994213125202805, 49.60790495807305, 50.80653245910071, 1.8329840830992907]"
"Union[IsObject(Bicycle), IsObject(Car), IsObject(Person)]",Search,cars,CCE,SmartLabelNoUB,TRUE,2.20971908303909,57.00907533383000,1799,1,116,615,15.217532467532500,1.1502403846153800,1,[56.96232179203071]
"Map(IsObject(Bicycle), Union[Smile, EyesOpen], GetAbove)",Edit,cars,CCE,SmartLabelNoUB,TRUE,2.360929457936440,249.69185433303900,1900,1,116,607,15.217532467532500,1.1502403846153800,9,"[63.947204125113785, 88.94544866681099, 60.79307679203339, 24.0835338330362, 3.8786102919839323, 2.053741666022688, 2.036647958913818, 1.9458275421056896, 1.921646666014567]"
"Intersection[IsObject(Face), Complement(Map(IsObject(Bicycle), IsObject(Face), GetAbove))]",Search,cars,CCE,SmartLabelNoUB,TRUE,2.745223042089490,182.07816679193600,1870,1,116,612,15.217532467532500,1.1502403846153800,4,"[64.05327270901762, 58.91576149989851, 38.86157679185271, 20.17327570798807]"
"Union[IsObject(Cat), IsObject(Face)]",Edit,cats,CCE,SmartLabelNoUB,TRUE,1.3498952500522100,7.706340707838540,5174,1,510,1058,2.4373232799246000,1.2250816993464100,3,"[4.655827041948214, 2.9732949580065906, 0.07156558311544359]"
"Union[IsObject(Cat), EyesOpen]",Search,cats,CCE,SmartLabelNoUB,TRUE,1.3415090828202700,14.16041999985460,5174,54,510,1057,2.4373232799246000,1.2250816993464100,4,"[4.623131582979113, 3.0071105000097305, 2.9151484998874366, 2.9214555830694735]"
"Intersection[IsObject(Cat), Complement(Map(IsObject(Cat), IsObject(Cat), GetBelow))]",Search,cats,CCE,SmartLabelNoUB,TRUE,1.3496732080820900,69.10998312500310,5174,1,510,1044,2.4373232799246000,1.2250816993464100,18,"[4.6040642079897225, 3.7494737920351326, 3.6664204159751534, 3.7977337918709964, 3.719491499941796, 3.7306287500541657, 3.7302382921334356, 3.7986960001289845, 3.8080022919457406, 3.7351181250996888, 3.7682678329292685, 3.8109993340913206, 3.8448952920734882, 3.871053417213261, 3.896653041942045, 3.9457017078530043, 3.7913942909799516, 3.828020457876846]"
"Intersection[Map(IsObject(Cat), IsObject(Cat), GetRight), Map(IsObject(Cat), IsObject(Cat), GetLeft)]",Edit,cats,CCE,SmartLabelNoUB,TRUE,7.130270332796500,24.079641208052600,5294,1,510,1057,2.4373232799246000,1.2250816993464100,6,"[9.815118832979351, 3.6179437080863863, 3.4328489168547094, 3.270882541080937, 3.269053000025451, 0.6602814169600606]"
"Map(IsObject(Guitar), IsObject(Face), GetAbove)",Edit,festival,CCE,SmartLabelNoUB,TIMEOUT,4.75811641686596,600.0097368340940,1040,7,338,1521,13.528524590163900,1.1565137130801700,4,"[177.43383829202503, 110.86921333288774, 112.87763804197311, 105.40329566714354]"
"Union[IsObject(Guitar), Map(IsObject(Guitar), IsObject(Face), GetAbove)]",Search,festival,CCE,SmartLabelNoUB,TRUE,2.04658754193224,153.3122975421140,55,2,338,1523,13.528524590163900,1.1565137130801700,2,"[149.6005130831618, 3.4999824170954525]"
"Intersection[IsObject(Face), Complement(Map(IsObject(Guitar), IsObject(Face), GetAbove))]",Edit,festival,CCE,SmartLabelNoUB,TRUE,2.7264934999402600,569.839294583071,2146,1,338,1520,13.528524590163900,1.1565137130801700,5,"[134.51874808385037, 135.5929048329126, 129.01535337488167, 134.42252637515776, 36.13503887504339]"
"Map(Union[IsObject(Glasses), Smile, EyesOpen], IsObject(Person), GetBelow)",Edit,wedding,CCE,SelectRandom,FAIL,2.3924402501434100,2.069090709090230,1133,4,336,1328,9.659511472982980,1.1332020997375300,23,"[0.6644942499697208, 0.24379041604697704, 0.18520841700956225, 0.15779520920477808, 0.14760816702619195, 0.1397016670089215, 0.11475612502545118, 0.06843479187227786, 0.04131708387285471, 0.03961170790717006, 0.015737334033474326, 0.018992540892213583, 0.021075707860291004, 0.018716708989813924, 0.018727834103628993, 0.018644166877493262, 0.0190073330886662, 0.02057904191315174, 0.021657707868143916, 0.024116249987855554, 0.023226457880809903, 0.02198341698385775, 0.023351207841187716]"
"Union[Map(IsObject(Bride), IsObject(Face), GetRight), Map(IsObject(Bride), IsObject(Face), GetLeft)]",Edit,wedding,CCE,SelectRandom,TRUE,2.6316507500596300,0.12995841586962300,14,1,336,1350,9.659511472982980,1.1332020997375300,1,[0.007888250052928925]
"Union[IsObject(Bride), Map(IsObject(Bride), IsObject(Face), GetAbove)]",Search,wedding,CCE,SelectRandom,TRUE,3.230224125087260,0.10028583300299900,3,1,336,1350,9.659511472982980,1.1332020997375300,1,[0.00405783299356699]
"Map(IsObject(Face), IsObject(Face), GetAbove)",Edit,wedding,CCE,SelectRandom,TRUE,2.963224957929920,0.3019148330204190,33,1,336,1266,9.659511472982980,1.1332020997375300,85,"[0.018561625154688954, 0.0017443338874727488, 0.0014841249212622643, 0.003286957973614335, 0.0008321250788867474, 0.000852624885737896, 0.0008663749322295189, 0.0010485420934855938, 0.001010166946798563, 0.0009892499074339867, 0.0009829590562731028, 0.0011170420330017805, 0.0013375419657677412, 0.0012715000193566084, 0.0012484579347074032, 0.0012564999051392078, 0.0012562498450279236, 0.0015403751749545336, 0.0014838341157883406, 0.0014381250366568565, 0.0014962500426918268, 0.0014873750042170286, 0.0016087498515844345, 0.001544375205412507, 0.0018515828996896744, 0.0017414581961929798, 0.0016449170652776957, 0.0016914999578148127, 0.0018150408286601305, 0.001989042153581977, 0.002010375028476119, 0.0019889590330421925, 0.0029076661448925734, 0.0024833751376718283, 0.002408416010439396, 0.002197416964918375, 0.0022201668471097946, 0.0021906669717282057, 0.002318916842341423, 0.0023816670291125774, 0.0022751670330762863, 0.002343457890674472, 0.002282958012074232, 0.0023541671689599752, 0.0034136672038584948, 0.002789708087220788, 0.002534375060349703, 0.00259133311919868, 0.0025527081452310085, 0.002641208004206419, 0.002554292092099786, 0.0026845838874578476, 0.0024913749657571316, 0.0026137500535696745, 0.0025916248559951782, 0.0026017921045422554, 0.002582249930128455, 0.002987875137478113, 0.002744792029261589, 0.0027642911300063133, 0.0027116250712424517, 0.0029758750461041927, 0.0028658751398324966, 0.0031737920362502337, 0.002873582998290658, 0.002900832798331976, 0.003015875117853284, 0.0030270421411842108, 0.0029829589184373617, 0.003182083135470748, 0.0031708329916000366, 0.0031210831366479397, 0.0031283339485526085, 0.0031293330248445272, 0.0033493328373879194, 0.0046137499157339334, 0.003553417045623064, 0.003689750097692013, 0.0038381668273359537, 0.003697125008329749, 0.0037615830078721046, 0.003790708025917411, 0.0034799170680344105, 0.0035897500347346067, 0.0036003747954964638]"
"Intersection[Complement(Smile), Map(IsObject(Face), IsObject(Face), GetAbove)]",Edit,wedding,CCE,SelectRandom,TRUE,2.1766562089324000,0.32520312489941700,2,1,336,1306,9.659511472982980,1.1332020997375300,45,"[0.047830416122451425, 0.0016717079561203718, 0.0015923329629004002, 0.001612541964277625, 0.0015412908978760242, 0.0015741658862680197, 0.0016616671346127987, 0.0018795421347022057, 0.0017717080190777779, 0.0017587500624358654, 0.0019292919896543026, 0.002079332945868373, 0.0023427079431712627, 0.0021906672045588493, 0.002266000024974346, 0.002381332917138934, 0.0022102079819887877, 0.0024404588621109724, 0.00246533309109509, 0.002793041057884693, 0.002684707986190915, 0.002688332926481962, 0.003021499840542674, 0.0028554170858114958, 0.0031010000966489315, 0.003083874937146902, 0.003021624870598316, 0.003121707821264863, 0.003561832942068577, 0.0036595419514924288, 0.0035045831464231014, 0.003620041999965906, 0.004335834179073572, 0.003950250102207065, 0.0038791249971836805, 0.003979375120252371, 0.003887791885063052, 0.004066291963681579, 0.003858082927763462, 0.004230333026498556, 0.004098500125110149, 0.004365541972219944, 0.00407804106362164, 0.004049583105370402, 0.005355291999876499]"
"Intersection[Map(IsObject(Face), IsObject(Face), GetRight), Map(IsObject(Face), IsObject(Face), GetLeft)]",Edit,wedding,CCE,SelectRandom,TRUE,2.496129874838520,0.24353599990718100,24,1,336,1348,9.659511472982980,1.1332020997375300,3,"[0.02578454208560288, 0.00519599998369813, 0.0010484170634299517]"
"Intersection[Smile, EyesOpen]",Search ,wedding,CCE,SelectRandom,TRUE,2.6783623748924600,201.14038645895200,3295,18,336,935,9.659511472982980,1.1332020997375300,416,"[1.1708323748316616, 0.5185594169888645, 0.5072326250374317, 0.4894612079951912, 0.49319325014948845, 0.5009651670698076, 0.5075604999437928, 0.622506916988641, 0.6271305419504642, 0.6275431250687689, 0.6304352500010282, 0.7463809170294553, 0.8864160000812262, 0.8785745829809457, 0.875598083017394, 0.879799832822755, 0.8795927499886602, 0.9487760830670595, 1.0171651251148432, 1.1652015838772058, 1.1209158750716597, 1.1138889589346945, 1.206034875009209, 1.2111024160403758, 1.3096005420666188, 1.3124464580323547, 1.312462915899232, 1.3083474580198526, 1.2995148331392556, 1.38078120816499, 1.3848173751030117, 1.3703622920438647, 1.5292880421038717, 1.5320295409765095, 1.5336966661270708, 1.5319742090068758, 1.5266232918947935, 1.5266827091109008, 1.5206647089216858, 1.643037083093077, 1.6037799580954015, 1.615723457885906, 1.6060961671173573, 1.6708758750464767, 1.765437041874975, 1.7680784999392927, 1.7551625829655677, 1.7379257080610842, 1.7397477920167148, 1.7384147502016276, 1.7365117501467466, 1.7319794171489775, 1.7390290829353034, 1.8229233750607818, 1.818276874953881, 1.8175038748886436, 1.813026166986674, 1.9341181661002338, 1.9447533329948783, 1.9363170829601586, 1.93083104188554, 2.0518818330019712, 2.0482868750113994, 2.048901000060141, 2.054160499945283, 2.058168499963358, 2.141539040952921, 2.138666374841705, 2.1858520831447095, 2.1355463748332113, 2.237158542033285, 2.244440959068015, 2.2594593330286443, 2.24890529201366, 2.247192583978176, 2.398697166936472, 2.3815884578507394, 2.378781583858654, 2.3802667919080704, 2.3855878331232816, 2.387902250047773, 2.3776092920452356, 2.3706809577997774, 2.3773922079708427, 2.5467314168345183, 2.513005082961172, 2.497437125071883, 2.501745125046, 2.5049173331353813, 2.499178791884333, 2.578049666946754, 2.2017428330145776, 0.05418970785103738, 0.05387016711756587, 0.05352800013497472, 0.05523283313959837, 0.058222749968990684, 0.058092459104955196, 0.05807504081167281, 0.05995879182592034, 0.0623460419010371, 0.062285374850034714, 0.06219199998304248, 0.06368829100392759, 0.06385074998252094, 0.06368541601113975, 0.06370133301243186, 0.06392345787025988, 0.0661163330078125, 0.06601200019940734, 0.06587091716937721, 0.0657781669870019, 0.06747108302079141, 0.06754329102113843, 0.07026525004766881, 0.06965474993921816, 0.06955970916897058, 0.06967533309943974, 0.06982550001703203, 0.06981820799410343, 0.06972166709601879, 0.06999441608786583, 0.07199183409102261, 0.07218304206617177, 0.07227266719564795, 0.07335937488824129, 0.08186691696755588, 0.08098149998113513, 0.082621332956478, 0.08241495816037059, 0.0847542081028223, 0.08490316616371274, 0.0847313751000911, 0.08632829110138118, 0.08786266599781811, 0.08767462498508394, 0.08915183320641518, 0.08927775011397898, 0.09209695784375072, 0.0920529579743743, 0.09212495805695653, 0.09210912510752678, 0.09290512511506677, 0.09485108405351639, 0.09459770796820521, 0.09465291607193649, 0.09712270786985755, 0.09727137489244342, 0.09713025018572807, 0.09875395894050598, 0.09970733290538192, 0.09880524990148842, 0.10008654091507196, 0.1012052500154823, 0.102796042105183, 0.10277054202742875, 0.10318995779380202, 0.1029947497881949, 0.10450675012543797, 0.10438075009733438, 0.10657387506216764, 0.10644549992866814, 0.10701112495735288, 0.1093340830411762, 0.10910987504757941, 0.10884820786304772, 0.10898854187689722, 0.10870112502016127, 0.10875954106450081, 0.1091020000167191, 0.1113112079910934, 0.11119412491098046, 0.11101554101333022, 0.11136649991385639, 0.11107750004157424, 0.1111254170536995, 0.1117207920178771, 0.11361058289185166, 0.11533229192718863, 0.11746766604483128, 0.11741799977608025, 0.117379582952708, 0.1172433749306947, 0.11717866687104106, 0.12014841684140265, 0.11988795804791152, 0.1200399158988148, 0.11985016614198685, 0.12013612501323223, 0.12021862505935133, 0.12019154196605086, 0.12171720806509256, 0.12161712488159537, 0.12165833287872374, 0.12148241698741913, 0.12590437498874962, 0.12367862509563565, 0.12361008301377296, 0.12629304197616875, 0.12599154189229012, 0.1261263331398368, 0.12605424993671477, 0.1255893330089748, 0.12560212495736778, 0.1256800419650972, 0.12601020792499185, 0.12694320804439485, 0.12848395900800824, 0.13016100018285215, 0.13012979202903807, 0.13245583302341402, 0.1314895839896053, 0.13326449994929135, 0.13330408302135766, 0.13523616711609066, 0.13501566695049405, 0.13498883391730487, 0.1371734580025077, 0.13727041706442833, 0.1370805841870606, 0.13872354198247194, 0.13832362508401275, 0.14074104093015194, 0.14072095812298357, 0.15131820901297033, 0.1418551669921726, 0.14179329108446836, 0.1520372920203954, 0.1445474170614034, 0.14500820799730718, 0.1454653749242425, 0.14511266606859863, 0.15036637498997152, 0.14726799982599914, 0.14705666597001255, 0.1475061250384897, 0.1470640420448035, 0.14734599995426834, 0.148983292048797, 0.14913729205727577, 0.14891808293759823, 0.1489354579243809, 0.1490659168921411, 0.15082970820367336, 0.15079937502741814, 0.15111524984240532, 0.15083929197862744, 0.1667259579990059, 0.15093041700311005, 0.157611999893561, 0.1549798329360783, 0.1549450419843197, 0.1549099578987807, 0.1552593328524381, 0.15517204091884196, 0.155532541917637, 0.1552263330668211, 0.15539545915089548, 0.15729587501846254, 0.15743158315308392, 0.15758320805616677, 0.16069829207845032, 0.16029883385635912, 0.16027012513950467, 0.1614957090932876, 0.16073016682639718, 0.16042895801365376, 0.16056708293035626, 0.16212620795704424, 0.16458933404646814, 0.16469900007359684, 0.16459916695021093, 0.16657545790076256, 0.1662574999500066, 0.16626408300362527, 0.16621879092417657, 0.16641824995167553, 0.1662567500025034, 0.16666895803064108, 0.16863412503153086, 0.1689197497908026, 0.16913662501610816, 0.16877137497067451, 0.17086425004526973, 0.17041641590185463, 0.17081654211506248, 0.17340991599485278, 0.17298858310095966, 0.1732486670371145, 0.173162333201617, 0.17347079212777317, 0.17310712509788573, 0.17718766699545085, 0.17677583382464945, 0.17802883312106133, 0.17679829220287502, 0.17653716704808176, 0.17667416599579155, 0.17688083299435675, 0.17797499988228083, 0.17790437489748, 0.1788397911004722, 0.17907275003381073, 0.17918808315880597, 0.18035562499426305, 0.18027304112911224, 0.1803252079989761, 0.18046979210339487, 0.18335037492215633, 0.18346591689623892, 0.18308729189448059, 0.18316708388738334, 0.18282279185950756, 0.18331500003114343, 0.18317904113791883, 0.18665333301760256, 0.1861370000988245, 0.18659112509340048, 0.18633966706693172, 0.18587454105727375, 0.1859570830129087, 0.18571058311499655, 0.18836037488654256, 0.18740916717797518, 0.18936970783397555, 0.18926937505602837, 0.18968108296394348, 0.18940312508493662, 0.19233300001360476, 0.19189950008876622, 0.19234166713431478, 0.19201379199512303, 0.19181954208761454, 0.19217374990694225, 0.19235587492585182, 0.1917666660156101, 0.19454641710035503, 0.19443695805966854, 0.19444308313541114, 0.20974845811724663, 0.19624041579663754, 0.19468970806337893, 0.1947143750730902, 0.1971229170449078, 0.19737570802681148, 0.19730483298189938, 0.1971110838931054, 0.19765304098837078, 0.19805404194630682, 0.19906649994663894, 0.20020999992266297, 0.20279733301140368, 0.20302887493744493, 0.20249499985948205, 0.20286983298137784, 0.20261500007472932, 0.2043892911169678, 0.20408175000920892, 0.2041096668690443, 0.20617716712877154, 0.2061439580284059, 0.20936954114586115, 0.20902362489141524, 0.20921674999408424, 0.20971179101616144, 0.20927358302287757, 0.2094915839843452, 0.20903000002726912, 0.21184837515465915, 0.2112142089754343, 0.21118204086087644, 0.23663650010712445, 0.2162704160436988, 0.21458345907740295, 0.2149467091076076, 0.2313391249626875, 0.21511666593141854, 0.21516112494282424, 0.21574429189786315, 0.21607483294792473, 0.21766295889392495, 0.21967570786364377, 0.22590766614302993, 0.22275874996557832, 0.22265195799991488, 0.22302245791070163, 0.22254670807160437, 0.22274400014430285, 0.22389370808377862, 0.22343312506563962, 0.2239872079808265, 0.2401904589496553, 0.2327940829563886, 0.2251205830834806, 0.22911337483674288, 0.22782608401030302, 0.22788966703228652, 0.23011587490327656, 0.23260108311660588, 0.23335795802995563, 0.23687537503428757, 0.2367658328730613, 0.2368306249845773, 0.23646254208870232, 0.2366294169332832, 0.23913670796900988, 0.23911370802670717, 0.2423216667957604, 0.24125583306886256, 0.2406020830385387, 0.2405674171168357, 0.24137804191559553, 0.24347041710279882, 0.24267891701310873, 0.24292104202322662, 0.24487987509928644]"
"Intersection[IsObject(Face), Complement(Intersection[Smile, EyesOpen])]",Edit,wedding,CCE,SelectRandom,TRUE,2.929926292039450,1.0612725419923700,541,1,336,1260,9.659511472982980,1.1332020997375300,91,"[0.1911094579845667, 0.0030937090050429106, 0.0030099591240286827, 0.003066582838073373, 0.0030754590407013893, 0.0032170419581234455, 0.0029035001061856747, 0.0036427080631256104, 0.0036212909035384655, 0.0036902499850839376, 0.0037467090878635645, 0.0042567080818116665, 0.004503290867432952, 0.003961500013247132, 0.0038492088206112385, 0.003665250027552247, 0.0035222498700022697, 0.003976499894633889, 0.00419520796276629, 0.005089667160063982, 0.004782791947945952, 0.004817083012312651, 0.005310208071023226, 0.005049499915912747, 0.005615457892417908, 0.005780000006780028, 0.005504291970282793, 0.005608625011518598, 0.006458415882661939, 0.0067848749458789825, 0.006873042089864612, 0.0068834160920232534, 0.00788183300755918, 0.007580624893307686, 0.007603207835927606, 0.0076017919927835464, 0.007384500000625849, 0.00770566682331264, 0.007822041865438223, 0.008208708139136434, 0.00799962505698204, 0.008062375010922551, 0.007897957926616073, 0.008113500196486712, 0.009876833064481616, 0.008827166864648461, 0.008653792086988688, 0.0086921660695225, 0.00881270901300013, 0.009030042216181755, 0.00908170803450048, 0.008903707843273878, 0.008844250114634633, 0.009224042063578963, 0.00933387503027916, 0.008983375038951635, 0.009179666172713041, 0.009603749960660934, 0.009795875055715442, 0.009755583945661783, 0.009630958084017038, 0.010448290966451168, 0.010174707975238562, 0.010249832877889276, 0.010249500162899494, 0.01008412498049438, 0.010751208057627082, 0.010762999998405576, 0.010526375146582723, 0.010840249946340919, 0.011065957834944129, 0.01109970803372562, 0.01123187504708767, 0.011220499873161316, 0.010969917057082057, 0.013300832826644182, 0.012032999889925122, 0.011896041920408607, 0.011959875002503395, 0.011870292015373707, 0.011825625086203218, 0.011711250059306622, 0.011911124922335148, 0.011945666978135705, 0.012544750003144145, 0.01247020810842514, 0.012555959168821573, 0.012493957998231053, 0.012335999868810177, 0.01251470809802413, 0.012955375015735626]"
"Intersection[Smile, EyesOpen, Complement(MouthOpen)]",Search,wedding,CCE,SelectRandom,TRUE,3.1191935408860400,3.9355065419804300,233,3,336,1152,9.659511472982980,1.1332020997375300,199,"[0.6217236251104623, 0.03943308303132653, 0.00944745889864862, 0.0023477079812437296, 0.0022416249848902225, 0.002214666921645403, 0.0022349581122398376, 0.0027225830126553774, 0.0028244999703019857, 0.0026294169947504997, 0.0026158748660236597, 0.0031403747852891684, 0.003842083038762212, 0.0037590409629046917, 0.0036092500668019056, 0.0035459999926388264, 0.00362583389505744, 0.003869042033329606, 0.004374583018943667, 0.004650874994695187, 0.004591332981362939, 0.004912375006824732, 0.00494983303360641, 0.004881249973550439, 0.0056005839724093676, 0.005298124859109521, 0.0052504579070955515, 0.00542624993249774, 0.00597954192198813, 0.006332000019028783, 0.006448250031098723, 0.006262875162065029, 0.007442333968356252, 0.006998124998062849, 0.007081500021740794, 0.006956249941140413, 0.006943749962374568, 0.006872958038002253, 0.00705112493596971, 0.00757554080337286, 0.0076403748244047165, 0.007807416841387749, 0.007376416120678186, 0.007369042141363025, 0.009164625080302358, 0.008105042157694697, 0.008161540841683745, 0.007979041896760464, 0.008164499886333942, 0.007931832922622561, 0.008321999805048108, 0.008109583053737879, 0.008116292068734765, 0.008391042007133365, 0.008593957871198654, 0.008466541999951005, 0.008492916822433472, 0.008892417186871171, 0.008932917146012187, 0.00904483301565051, 0.008922792039811611, 0.009446916868910193, 0.009491459000855684, 0.009508708957582712, 0.009355833986774087, 0.00946466694585979, 0.009744625072926283, 0.009919125121086836, 0.009873583214357495, 0.009705583099275827, 0.010400624945759773, 0.010209625121206045, 0.010301416972652078, 0.010349583113566041, 0.010116541991010308, 0.012282083043828607, 0.011125708930194378, 0.010908916825428605, 0.011005582986399531, 0.0109416248742491, 0.010770542081445456, 0.01108916592784226, 0.01104416698217392, 0.010819499846547842, 0.011710624909028411, 0.011532957898452878, 0.01138912490569055, 0.011678375070914626, 0.011567707872018218, 0.011309332912787795, 0.012428582878783345, 0.012155666947364807, 0.012152749812230468, 0.012085959082469344, 0.012215042021125555, 0.012539332965388894, 0.01319662481546402, 0.012968499911949039, 0.01316754100844264, 0.013439458096399903, 0.014028833014890552, 0.013945374870672822, 0.013752917060628533, 0.014327415963634849, 0.014194917166605592, 0.01435304107144475, 0.014243499841541052, 0.014187874970957637, 0.014823707984760404, 0.014948916854336858, 0.014809041982516646, 0.014664333080872893, 0.015192375052720308, 0.015152875101193786, 0.015933708054944873, 0.015509124845266342, 0.015521208988502622, 0.01549883303232491, 0.015599749982357025, 0.015592541079968214, 0.015562207903712988, 0.015274500008672476, 0.01643166597932577, 0.015968375140801072, 0.015979750081896782, 0.016248875064775348, 0.01814195909537375, 0.01788779185153544, 0.018215582938864827, 0.018182125175371766, 0.018647459102794528, 0.018382082926109433, 0.018519792007282376, 0.01895808312110603, 0.019263457972556353, 0.019334667129442096, 0.019603708991780877, 0.019528916105628014, 0.020208875183016062, 0.020108917029574513, 0.020074999891221523, 0.02506474987603724, 0.022398625034838915, 0.024359624832868576, 0.020495041040703654, 0.021027249982580543, 0.021417415933683515, 0.021182917058467865, 0.02135220798663795, 0.021473292028531432, 0.021646125009283423, 0.021267292089760303, 0.021776749985292554, 0.022256666095927358, 0.022491083946079016, 0.022313624853268266, 0.02255858387798071, 0.0224154160823673, 0.022966665914282203, 0.022997832857072353, 0.023196832975372672, 0.02329041692428291, 0.023067250149324536, 0.023921124869957566, 0.02377475006505847, 0.023650084156543016, 0.023744832957163453, 0.023371624993160367, 0.023584957933053374, 0.023545540869235992, 0.02436962490901351, 0.02433258295059204, 0.024037916911765933, 0.024101082934066653, 0.02406729105859995, 0.02401004103012383, 0.02417241712100804, 0.024800625164061785, 0.024883083067834377, 0.025675708893686533, 0.02535362495109439, 0.02563420799560845, 0.025410583009943366, 0.02554608299396932, 0.026384666096419096, 0.026093333028256893, 0.025910499971359968, 0.02611358417198062, 0.026060791919007897, 0.026025542058050632, 0.026273292023688555, 0.02651879098266363, 0.0263974170666188, 0.026207708986476064, 0.026422249851748347, 0.02699495805427432, 0.026714916806668043, 0.026848542038351297, 0.027892875019460917]"
"Union[Map(IsObject(Bride), IsObject(Face), GetAbove), Map(IsObject(Suit), IsObject(Face), GetAbove)]",Search,wedding,CCE,SelectRandom,TRUE,3.5947316659148800,2.432219041045760,2766,1,336,1331,9.659511472982980,1.1332020997375300,20,"[2.1746472499798983, 0.03380566602572799, 0.013050000183284283, 0.011545208049938083, 0.011804207926616073, 0.011966874822974205, 0.011982792057096958, 0.013595790835097432, 0.008865625131875277, 0.002595124999061227, 0.0026069171726703644, 0.002929750131443143, 0.003565083025023341, 0.003761082887649536, 0.0034346659667789936, 0.0035087079741060734, 0.003456166945397854, 0.003863167017698288, 0.00424416596069932, 0.00423416611738503]"
"Intersection[IsObject(Face), Complement(Smile)]",Edit,wedding,CCE,SelectRandom,TRUE,2.1221001248341100,0.8822299998719250,37,5,336,1339,9.659511472982980,1.1332020997375300,12,"[0.017415208043530583, 0.002643667161464691, 0.0024879579432308674, 0.0027041251305490732, 0.002522834111005068, 0.0030445419251918793, 0.003553125075995922, 0.003990165889263153, 0.0030041669961065054, 0.00296074990183115, 0.0034067921806126833, 0.003785541979596019]"
